1,0,0,0,1280,720,1,-1,-1,-1
2,0,0,0,1280,720,1,-1,-1,-1
3,0,0,0,1280,720,1,-1,-1,-1
4,0,0,0,1280,720,1,-1,-1,-1
5,0,0,0,1280,720,1,-1,-1,-1
6,0,0,0,1280,720,1,-1,-1,-1
11,1,304,430,122,84,1,-1,-1,-1
12,1,294,442,126,80,1,-1,-1,-1
13,1,283,448,131,83,1,-1,-1,-1
14,1,272,449,136,92,1,-1,-1,-1
14,2,465,420,108,80,1,-1,-1,-1
15,1,258,459,143,92,1,-1,-1,-1
15,2,465,420,108,80,1,-1,-1,-1
16,1,248,465,148,96,1,-1,-1,-1
16,2,456,438,112,80,1,-1,-1,-1
17,1,234,473,152,99,1,-1,-1,-1
17,2,450,443,116,85,1,-1,-1,-1
18,1,220,481,158,103,1,-1,-1,-1
18,2,445,449,118,82,1,-1,-1,-1
19,1,205,488,165,110,1,-1,-1,-1
19,2,439,455,122,85,1,-1,-1,-1
20,1,188,497,171,115,1,-1,-1,-1
20,2,432,461,126,89,1,-1,-1,-1
21,1,170,506,179,121,1,-1,-1,-1
21,2,425,468,131,92,1,-1,-1,-1
22,1,150,518,188,126,1,-1,-1,-1
22,2,418,475,135,97,1,-1,-1,-1
23,1,127,529,199,133,1,-1,-1,-1
23,2,410,482,140,101,1,-1,-1,-1
24,1,108,540,206,142,1,-1,-1,-1
24,2,401,490,145,106,1,-1,-1,-1
25,1,78,553,221,150,1,-1,-1,-1
25,2,392,499,151,111,1,-1,-1,-1
26,1,51,567,234,153,1,-1,-1,-1
26,2,383,509,156,116,1,-1,-1,-1
27,1,21,578,248,142,1,-1,-1,-1
27,2,372,519,163,122,1,-1,-1,-1
28,1,0,579,251,141,1,-1,-1,-1
28,2,359,530,172,134,1,-1,-1,-1
29,1,0,580,232,140,1,-1,-1,-1
29,2,349,539,178,140,1,-1,-1,-1
30,1,0,580,232,140,1,-1,-1,-1
30,2,335,550,186,151,1,-1,-1,-1
30,3,0,619,164,101,1,-1,-1,-1
